Timestamp,ACC_91C,ACC_912
2025-08-20T21:43:28.634Z,"{""x"": -9473, ""y"": -4098, ""z"": 20736}","{""x"": -8193, ""y"": -8194, ""z"": 3840}"
2025-08-20T21:43:28.788Z,"{""x"": -1025, ""y"": 8191, ""z"": 3072}","{""x"": -29696, ""y"": 8191, ""z"": 5120}"
2025-08-20T21:43:29.034Z,"{""x"": 26624, ""y"": 11519, ""z"": -22529}","{""x"": 22015, ""y"": 10239, ""z"": 13056}"
2025-08-20T21:43:29.334Z,"{""x"": -11264, ""y"": -18689, ""z"": 5631}","{""x"": 16127, ""y"": 31743, ""z"": 5121}"
2025-08-20T21:43:30.135Z,"{""x"": 5888, ""y"": 8191, ""z"": -28417}","{""x"": 0, ""y"": 7679, ""z"": -30976}"
2025-08-20T21:43:30.332Z,"{""x"": 11008, ""y"": 3583, ""z"": 31231}","{""x"": 2560, ""y"": 18175, ""z"": 28160}"
2025-08-20T21:43:30.638Z,"{""x"": 4352, ""y"": -4866, ""z"": -28417}","{""x"": 7168, ""y"": 4351, ""z"": 25344}"
2025-08-20T21:43:30.733Z,"{""x"": -2305, ""y"": 16127, ""z"": 31743}","{""x"": 10240, ""y"": 5631, ""z"": 30720}"
2025-08-20T21:43:30.937Z,"{""x"": 7680, ""y"": 10751, ""z"": 19967}","{""x"": -257, ""y"": 32511, ""z"": -17920}"
2025-08-20T21:43:31.188Z,"{""x"": -6145, ""y"": -4866, ""z"": -13313}","{""x"": -1537, ""y"": 4351, ""z"": -5376}"
2025-08-20T21:43:31.385Z,"{""x"": -22529, ""y"": -19202, ""z"": -12801}","{""x"": 3072, ""y"": 12799, ""z"": -2816}"
2025-08-20T21:43:31.834Z,"{""x"": -16642, ""y"": -4097, ""z"": 6911}","{""x"": -19200, ""y"": -8705, ""z"": -28416}"
2025-08-20T21:43:32.038Z,"{""x"": 20224, ""y"": 5631, ""z"": 23295}","{""x"": -7425, ""y"": 20735, ""z"": -25088}"
2025-08-20T21:43:32.133Z,"{""x"": 20224, ""y"": 16639, ""z"": 24063}","{""x"": -12033, ""y"": 22783, ""z"": -28416}"
2025-08-20T21:43:32.282Z,"{""x"": 28672, ""y"": 19455, ""z"": 25343}","{""x"": -18689, ""y"": 11519, ""z"": -32768}"
2025-08-20T21:43:32.337Z,"{""x"": 21504, ""y"": 4351, ""z"": 25855}","{""x"": -19969, ""y"": -11522, ""z"": -19712}"
2025-08-20T21:43:32.486Z,"{""x"": 3072, ""y"": 12799, ""z"": -32513}","{""x"": -16641, ""y"": 3583, ""z"": -15872}"
2025-08-20T21:43:32.533Z,"{""x"": -12801, ""y"": 255, ""z"": -1537}","{""x"": 1280, ""y"": -7426, ""z"": 16896}"
2025-08-20T21:43:32.737Z,"{""x"": 4352, ""y"": 27903, ""z"": 19455}","{""x"": -2817, ""y"": 12287, ""z"": 21504}"
2025-08-20T21:43:33.233Z,"{""x"": -11521, ""y"": 11519, ""z"": -27137}","{""x"": 22272, ""y"": -16130, ""z"": -4097}"
2025-08-20T21:43:33.933Z,"{""x"": -18689, ""y"": 22783, ""z"": 27903}","{""x"": -8705, ""y"": 12799, ""z"": -18432}"
2025-08-20T21:43:34.436Z,"{""x"": -8705, ""y"": 22783, ""z"": 32511}","{""x"": 9728, ""y"": -17410, ""z"": 7168}"
2025-08-20T21:43:34.538Z,"{""x"": -6145, ""y"": -19202, ""z"": -17409}","{""x"": 11008, ""y"": -19202, ""z"": 12288}"
2025-08-20T21:43:34.633Z,"{""x"": 0, ""y"": 16127, ""z"": 19967}","{""x"": 3840, ""y"": 23295, ""z"": -14592}"
2025-08-20T21:43:34.782Z,"{""x"": -4097, ""y"": 9471, ""z"": -26369}","{""x"": 22784, ""y"": -22530, ""z"": 512}"
2025-08-20T21:43:35.088Z,"{""x"": -23809, ""y"": -14594, ""z"": -25857}","{""x"": 21504, ""y"": -4866, ""z"": 8448}"
2025-08-20T21:43:35.088Z,"{""x"": -23809, ""y"": -14594, ""z"": -25857}","{""x"": 22784, ""y"": 16127, ""z"": -29696}"
2025-08-20T21:43:35.285Z,"{""x"": -30465, ""y"": -24578, ""z"": -5633}","{""x"": -28928, ""y"": 21246, ""z"": -257}"
2025-08-20T21:43:35.435Z,"{""x"": -19201, ""y"": -22017, ""z"": 7679}","{""x"": 25344, ""y"": -19969, ""z"": -14592}"
2025-08-20T21:43:35.734Z,"{""x"": -19201, ""y"": 29183, ""z"": 31231}","{""x"": -7936, ""y"": 19454, ""z"": -24577}"
2025-08-20T21:43:35.938Z,"{""x"": 27135, ""y"": -29185, ""z"": -23297}","{""x"": 21504, ""y"": -14593, ""z"": 6401}"
2025-08-20T21:43:36.087Z,"{""x"": -30977, ""y"": 4350, ""z"": -2305}","{""x"": 27392, ""y"": 18687, ""z"": 20736}"
2025-08-20T21:43:36.236Z,"{""x"": -12801, ""y"": 10751, ""z"": -28417}","{""x"": 8960, ""y"": -14081, ""z"": 13569}"
2025-08-20T21:43:36.685Z,"{""x"": 10239, ""y"": -17921, ""z"": 23295}","{""x"": 1281, ""y"": -12801, ""z"": 21504}"
2025-08-20T21:43:37.133Z,"{""x"": -1537, ""y"": 6399, ""z"": 27135}","{""x"": 9728, ""y"": 1023, ""z"": 8448}"
2025-08-20T21:43:37.282Z,"{""x"": 24064, ""y"": 32511, ""z"": -10754}","{""x"": -20481, ""y"": -23297, ""z"": 14849}"
2025-08-20T21:43:37.534Z,"{""x"": -257, ""y"": -2817, ""z"": -4098}","{""x"": 7680, ""y"": 26623, ""z"": 6400}"
2025-08-20T21:43:38.288Z,"{""x"": -15361, ""y"": -23809, ""z"": 24575}","{""x"": -1025, ""y"": 22783, ""z"": 24832}"
2025-08-20T21:43:38.635Z,"{""x"": -6913, ""y"": 23295, ""z"": 12799}","{""x"": -32768, ""y"": 14079, ""z"": 21504}"
2025-08-20T21:43:38.737Z,"{""x"": -19969, ""y"": 27903, ""z"": 24575}","{""x"": 22784, ""y"": 29183, ""z"": -29696}"
2025-08-20T21:43:38.839Z,"{""x"": -11521, ""y"": 20735, ""z"": 22783}","{""x"": 23552, ""y"": 23295, ""z"": -5376}"
2025-08-20T21:43:39.233Z,"{""x"": 5120, ""y"": -4098, ""z"": 8448}","{""x"": -6145, ""y"": -6914, ""z"": -17921}"
2025-08-20T21:43:39.688Z,"{""x"": -18689, ""y"": 19967, ""z"": -25088}","{""x"": 2560, ""y"": 18175, ""z"": 1791}"
2025-08-20T21:43:40.184Z,"{""x"": 512, ""y"": 10239, ""z"": 10751}","{""x"": -16384, ""y"": 23295, ""z"": -7425}"
2025-08-20T21:43:40.435Z,"{""x"": -9473, ""y"": 1023, ""z"": -2305}","{""x"": 28160, ""y"": 25343, ""z"": -7426}"
2025-08-20T21:43:40.584Z,"{""x"": 5888, ""y"": 22015, ""z"": 10751}","{""x"": 3072, ""y"": -12802, ""z"": 21505}"
2025-08-20T21:43:40.938Z,"{""x"": -8193, ""y"": 5631, ""z"": 24064}","{""x"": 8448, ""y"": 12799, ""z"": 20735}"
2025-08-20T21:43:41.386Z,"{""x"": 10240, ""y"": 19455, ""z"": 17664}","{""x"": -257, ""y"": 14847, ""z"": -19201}"
2025-08-20T21:43:41.434Z,"{""x"": 0, ""y"": 8191, ""z"": -28418}","{""x"": 1280, ""y"": -10754, ""z"": -17152}"
2025-08-20T21:43:41.637Z,"{""x"": -15361, ""y"": 3071, ""z"": 11008}","{""x"": -31488, ""y"": 12287, ""z"": 24063}"
2025-08-20T21:43:42.887Z,"{""x"": -6145, ""y"": -258, ""z"": 3072}","{""x"": 8960, ""y"": 2303, ""z"": -17409}"
2025-08-20T21:43:43.438Z,"{""x"": -6913, ""y"": 1791, ""z"": 28672}","{""x"": 18944, ""y"": 10751, ""z"": -18690}"
2025-08-20T21:43:43.886Z,"{""x"": -20481, ""y"": -14082, ""z"": 5888}","{""x"": 22784, ""y"": 12287, ""z"": -16641}"
2025-08-20T21:43:44.035Z,"{""x"": -30977, ""y"": -1538, ""z"": -2817}","{""x"": -32256, ""y"": 8191, ""z"": 11776}"
2025-08-20T21:43:44.185Z,"{""x"": -16641, ""y"": 4351, ""z"": 13568}","{""x"": 30720, ""y"": 6911, ""z"": 23295}"
2025-08-20T21:43:44.287Z,"{""x"": -9473, ""y"": 8191, ""z"": -8705}","{""x"": 19456, ""y"": 19455, ""z"": -22529}"
2025-08-20T21:43:45.034Z,"{""x"": -12801, ""y"": 10239, ""z"": -4097}","{""x"": -25600, ""y"": 14847, ""z"": 11519}"
2025-08-20T21:43:45.938Z,"{""x"": 15359, ""y"": -21250, ""z"": -2817}","{""x"": 27392, ""y"": 13567, ""z"": 10240}"
2025-08-20T21:43:46.033Z,"{""x"": -21249, ""y"": 12287, ""z"": 3072}","{""x"": -23808, ""y"": -2306, ""z"": 7679}"
2025-08-20T21:43:46.135Z,"{""x"": 31743, ""y"": 4351, ""z"": 0}","{""x"": 29952, ""y"": 14079, ""z"": -6913}"
2025-08-20T21:43:46.237Z,"{""x"": -25857, ""y"": 1791, ""z"": -257}","{""x"": 30720, ""y"": 7679, ""z"": -15361}"
2025-08-20T21:43:46.535Z,"{""x"": -18689, ""y"": 6399, ""z"": 3072}","{""x"": -25088, ""y"": 11519, ""z"": -5633}"
2025-08-20T21:43:46.732Z,"{""x"": 24063, ""y"": 4863, ""z"": -17921}","{""x"": -31488, ""y"": 255, ""z"": 4352}"
2025-08-20T21:43:46.984Z,"{""x"": -32513, ""y"": -2818, ""z"": -30976}","{""x"": -15104, ""y"": -1026, ""z"": -25857}"
2025-08-20T21:43:47.086Z,"{""x"": -24577, ""y"": 15359, ""z"": 8448}","{""x"": 30720, ""y"": 25855, ""z"": -17409}"
2025-08-20T21:43:47.283Z,"{""x"": -30465, ""y"": 14079, ""z"": 11008}","{""x"": -30976, ""y"": 25343, ""z"": -17921}"
2025-08-20T21:43:48.986Z,"{""x"": -23809, ""y"": 19455, ""z"": 14336}","{""x"": 29952, ""y"": 4351, ""z"": -7425}"
2025-08-20T21:43:49.138Z,"{""x"": -23297, ""y"": 12799, ""z"": 7680}","{""x"": -31488, ""y"": 1023, ""z"": 29183}"
2025-08-20T21:43:49.534Z,"{""x"": -29697, ""y"": 6399, ""z"": 1793}","{""x"": -26880, ""y"": 16127, ""z"": 15359}"
2025-08-20T21:43:49.633Z,"{""x"": -14081, ""y"": -23809, ""z"": 26112}","{""x"": 24832, ""y"": 26623, ""z"": 25343}"
2025-08-20T21:43:49.982Z,"{""x"": 2560, ""y"": 3071, ""z"": 14848}","{""x"": 26625, ""y"": -12801, ""z"": 8959}"
2025-08-20T21:43:50.134Z,"{""x"": 14848, ""y"": -18689, ""z"": -11264}","{""x"": -12033, ""y"": -28417, ""z"": 5631}"
2025-08-20T21:43:50.885Z,"{""x"": 6400, ""y"": 24063, ""z"": 20224}","{""x"": 2560, ""y"": -29185, ""z"": 31743}"
2025-08-20T21:43:51.235Z,"{""x"": -28416, ""y"": 3583, ""z"": 10240}","{""x"": 12287, ""y"": 16126, ""z"": -14593}"
2025-08-20T21:43:51.287Z,"{""x"": 15616, ""y"": 29183, ""z"": 24832}","{""x"": 20224, ""y"": -11521, ""z"": -22017}"
2025-08-20T21:43:52.138Z,"{""x"": 22272, ""y"": 16127, ""z"": 10241}","{""x"": -31745, ""y"": 7679, ""z"": 26624}"
2025-08-20T21:43:52.586Z,"{""x"": 19456, ""y"": -1026, ""z"": 11009}","{""x"": -14593, ""y"": 7679, ""z"": -257}"
2025-08-20T21:43:52.737Z,"{""x"": 28672, ""y"": 4863, ""z"": -3585}","{""x"": -28417, ""y"": -4098, ""z"": -5633}"
2025-08-20T21:43:53.438Z,"{""x"": 29440, ""y"": 3583, ""z"": -1025}","{""x"": -24577, ""y"": 4863, ""z"": 13056}"
2025-08-20T21:43:53.438Z,"{""x"": 24064, ""y"": 4863, ""z"": 2560}","{""x"": -24577, ""y"": 4863, ""z"": 13056}"
2025-08-20T21:43:53.438Z,"{""x"": 14848, ""y"": 1791, ""z"": 5888}","{""x"": -24577, ""y"": 4863, ""z"": 13056}"
2025-08-20T21:43:54.533Z,"{""x"": -1025, ""y"": -2818, ""z"": 23552}","{""x"": 1792, ""y"": 3071, ""z"": -24577}"
2025-08-20T21:43:54.632Z,"{""x"": 24064, ""y"": 19967, ""z"": 30463}","{""x"": -22017, ""y"": 12799, ""z"": 22784}"
2025-08-20T21:43:57.387Z,"{""x"": -8193, ""y"": -32513, ""z"": 1281}","{""x"": 16384, ""y"": 30463, ""z"": 25343}"
2025-08-20T21:43:57.486Z,"{""x"": -10753, ""y"": -31745, ""z"": 16384}","{""x"": 16384, ""y"": -5634, ""z"": 31743}"
2025-08-20T21:43:58.232Z,"{""x"": 7168, ""y"": 5631, ""z"": -9985}","{""x"": -5633, ""y"": 4351, ""z"": 9728}"
2025-08-20T21:43:58.383Z,"{""x"": 27392, ""y"": 4863, ""z"": -23297}","{""x"": -15361, ""y"": -9986, ""z"": -9473}"
2025-08-20T21:43:59.036Z,"{""x"": 9728, ""y"": 14847, ""z"": -8704}","{""x"": -4097, ""y"": 12799, ""z"": 9471}"
2025-08-20T21:43:59.135Z,"{""x"": 11776, ""y"": 18175, ""z"": -20480}","{""x"": -4097, ""y"": 8959, ""z"": 5631}"
2025-08-20T21:43:59.333Z,"{""x"": 10240, ""y"": 3071, ""z"": -20992}","{""x"": 512, ""y"": 20735, ""z"": 18175}"
2025-08-20T21:43:59.683Z,"{""x"": 27135, ""y"": -16129, ""z"": 1022}","{""x"": 4352, ""y"": 12799, ""z"": 13567}"
2025-08-20T21:43:59.933Z,"{""x"": 8960, ""y"": 9471, ""z"": 18176}","{""x"": 9728, ""y"": 8959, ""z"": -17922}"
2025-08-20T21:44:00.032Z,"{""x"": -19201, ""y"": -23809, ""z"": 1022}","{""x"": 13568, ""y"": 11519, ""z"": -6146}"
2025-08-20T21:44:00.184Z,"{""x"": 1792, ""y"": 3583, ""z"": -1536}","{""x"": -3585, ""y"": -14081, ""z"": -14081}"
2025-08-20T21:44:00.883Z,"{""x"": -4865, ""y"": 10751, ""z"": -4096}","{""x"": -9473, ""y"": -17409, ""z"": -18689}"
2025-08-20T21:44:01.133Z,"{""x"": 5888, ""y"": -20481, ""z"": 7680}","{""x"": -3585, ""y"": -29697, ""z"": -2306}"
2025-08-20T21:44:01.384Z,"{""x"": 14336, ""y"": 31743, ""z"": 22784}","{""x"": -8705, ""y"": -27137, ""z"": 4351}"
2025-08-20T21:44:01.734Z,"{""x"": 32000, ""y"": -22529, ""z"": 15617}","{""x"": -23809, ""y"": -14593, ""z"": 21247}"
2025-08-20T21:44:01.932Z,"{""x"": 29440, ""y"": -29697, ""z"": 5889}","{""x"": 31743, ""y"": 32511, ""z"": 7679}"
2025-08-20T21:44:02.136Z,"{""x"": -31488, ""y"": 12799, ""z"": -25088}","{""x"": 10751, ""y"": 25343, ""z"": -8194}"
2025-08-20T21:44:02.282Z,"{""x"": 18176, ""y"": 512, ""z"": 24832}","{""x"": -22017, ""y"": -11521, ""z"": -14081}"
2025-08-20T21:44:02.334Z,"{""x"": -28416, ""y"": 19967, ""z"": 513}","{""x"": -18689, ""y"": -7425, ""z"": -12801}"
2025-08-20T21:44:04.134Z,"{""x"": 16384, ""y"": 20735, ""z"": 11009}","{""x"": -10753, ""y"": 12799, ""z"": -258}"
2025-08-20T21:44:04.484Z,"{""x"": 13568, ""y"": 25855, ""z"": 20736}","{""x"": -11521, ""y"": -5633, ""z"": -2818}"
2025-08-20T21:44:06.034Z,"{""x"": 16896, ""y"": 21247, ""z"": 27392}","{""x"": 1792, ""y"": 512, ""z"": -1026}"
2025-08-20T21:44:08.236Z,"{""x"": 3840, ""y"": -17921, ""z"": -8704}","{""x"": 0, ""y"": 27135, ""z"": 22783}"
2025-08-20T21:44:10.085Z,"{""x"": -8193, ""y"": 18687, ""z"": 1793}","{""x"": 31232, ""y"": 30463, ""z"": -19970}"
2025-08-20T21:44:10.484Z,"{""x"": 7680, ""y"": -29697, ""z"": 20224}","{""x"": 11776, ""y"": -25857, ""z"": 3583}"
2025-08-20T21:44:10.687Z,"{""x"": -9473, ""y"": 29440, ""z"": -9983}","{""x"": -9985, ""y"": -10753, ""z"": 4350}"
2025-08-20T21:44:10.687Z,"{""x"": -9473, ""y"": 29440, ""z"": -9983}","{""x"": -2305, ""y"": -10753, ""z"": 24575}"
2025-08-20T21:44:11.283Z,"{""x"": -1537, ""y"": -25089, ""z"": 1281}","{""x"": -3585, ""y"": -8705, ""z"": -6145}"
2025-08-20T21:44:11.384Z,"{""x"": 0, ""y"": -5633, ""z"": 1022}","{""x"": 13568, ""y"": -11521, ""z"": 13567}"
2025-08-20T21:44:11.586Z,"{""x"": -17921, ""y"": 8448, ""z"": -20479}","{""x"": 15616, ""y"": 0, ""z"": -13314}"
2025-08-20T21:44:11.732Z,"{""x"": -4865, ""y"": -14081, ""z"": -2816}","{""x"": 2560, ""y"": 22783, ""z"": 24575}"
2025-08-20T21:44:12.733Z,"{""x"": 7169, ""y"": 14848, ""z"": -6144}","{""x"": 9471, ""y"": -16641, ""z"": -1538}"
2025-08-20T21:44:12.935Z,"{""x"": -9473, ""y"": 29951, ""z"": -2816}","{""x"": 21504, ""y"": 0, ""z"": -1026}"
2025-08-20T21:44:13.385Z,"{""x"": -27905, ""y"": -27905, ""z"": -9984}","{""x"": -19969, ""y"": -12544, ""z"": 2303}"
2025-08-20T21:44:13.536Z,"{""x"": -26368, ""y"": 11776, ""z"": -13312}","{""x"": 29183, ""y"": -14593, ""z"": 3071}"
2025-08-20T21:44:16.483Z,"{""x"": -32768, ""y"": -11521, ""z"": 11008}","{""x"": -17409, ""y"": -11521, ""z"": -5634}"
2025-08-20T21:44:16.534Z,"{""x"": -28416, ""y"": 4352, ""z"": -767}","{""x"": -13313, ""y"": -30465, ""z"": 3071}"
2025-08-20T21:44:16.736Z,"{""x"": 28160, ""y"": -24577, ""z"": 14337}","{""x"": -17409, ""y"": 7680, ""z"": 25342}"
2025-08-20T21:44:17.034Z,"{""x"": -29696, ""y"": -1537, ""z"": -9216}","{""x"": -20481, ""y"": -28417, ""z"": 8191}"
2025-08-20T21:44:17.383Z,"{""x"": -23040, ""y"": -1025, ""z"": -12032}","{""x"": 30463, ""y"": -1537, ""z"": 8959}"
2025-08-20T21:44:18.186Z,"{""x"": -30976, ""y"": -25089, ""z"": 1793}","{""x"": -23809, ""y"": -23809, ""z"": 18687}"
2025-08-20T21:44:18.585Z,"{""x"": -28416, ""y"": -22529, ""z"": 25345}","{""x"": -9986, ""y"": 27135, ""z"": -20482}"
2025-08-20T21:44:19.935Z,"{""x"": -3585, ""y"": 22783, ""z"": -9473}","{""x"": -23809, ""y"": -23297, ""z"": -12033}"
2025-08-20T21:44:20.182Z,"{""x"": 24832, ""y"": 31743, ""z"": 28161}","{""x"": -21249, ""y"": -7425, ""z"": -25857}"
2025-08-20T21:44:20.935Z,"{""x"": 25344, ""y"": 23295, ""z"": 22785}","{""x"": -9985, ""y"": 23295, ""z"": 29951}"
2025-08-20T21:44:20.986Z,"{""x"": 12288, ""y"": -19201, ""z"": -2305}","{""x"": -2817, ""y"": -12801, ""z"": -19202}"
2025-08-20T21:44:21.132Z,"{""x"": 7168, ""y"": -23809, ""z"": -11521}","{""x"": -14593, ""y"": 25855, ""z"": -258}"
2025-08-20T21:44:21.233Z,"{""x"": 13568, ""y"": -19969, ""z"": -11264}","{""x"": -3585, ""y"": -21249, ""z"": 0}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": -32513, ""z"": -25087}","{""x"": -9473, ""y"": -32513, ""z"": 14847}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": -32513, ""z"": -25087}","{""x"": -8705, ""y"": 31743, ""z"": 19967}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": -32513, ""z"": -25087}","{""x"": -6145, ""y"": -22017, ""z"": -18689}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": -32513, ""z"": -25087}","{""x"": -1537, ""y"": -24577, ""z"": -4865}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": 31743, ""z"": 27393}","{""x"": -9473, ""y"": -32513, ""z"": 14847}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": 31743, ""z"": 27393}","{""x"": -8705, ""y"": 31743, ""z"": 19967}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": 31743, ""z"": 27393}","{""x"": -6145, ""y"": -22017, ""z"": -18689}"
2025-08-20T21:44:22.785Z,"{""x"": 18176, ""y"": 31743, ""z"": 27393}","{""x"": -1537, ""y"": -24577, ""z"": -4865}"
2025-08-20T21:44:23.533Z,"{""x"": 20736, ""y"": -25089, ""z"": -767}","{""x"": -15361, ""y"": -32513, ""z"": 18686}"
2025-08-20T21:44:23.736Z,"{""x"": 13056, ""y"": -23297, ""z"": 20736}","{""x"": -257, ""y"": 30463, ""z"": -22018}"
2025-08-20T21:44:23.984Z,"{""x"": 22784, ""y"": 29183, ""z"": 29953}","{""x"": -9473, ""y"": 28671, ""z"": 18687}"
2025-08-20T21:44:24.883Z,"{""x"": 18944, ""y"": -16641, ""z"": 16896}","{""x"": -10753, ""y"": 30463, ""z"": -20482}"
2025-08-20T21:44:25.034Z,"{""x"": 32000, ""y"": 28671, ""z"": 17664}","{""x"": -5633, ""y"": -23809, ""z"": 17407}"
2025-08-20T21:44:25.136Z,"{""x"": 14336, ""y"": -20481, ""z"": -17152}","{""x"": -5633, ""y"": 30463, ""z"": -10754}"
2025-08-20T21:44:25.383Z,"{""x"": 9728, ""y"": -27137, ""z"": -20992}","{""x"": -14593, ""y"": -18689, ""z"": 29182}"
2025-08-20T21:44:26.333Z,"{""x"": 24832, ""y"": -20481, ""z"": -17920}","{""x"": -5633, ""y"": -21249, ""z"": 4351}"
2025-08-20T21:44:26.636Z,"{""x"": 3072, ""y"": -22529, ""z"": -2816}","{""x"": -1537, ""y"": -19969, ""z"": -9473}"
2025-08-20T21:44:26.783Z,"{""x"": 7168, ""y"": -26369, ""z"": -16384}","{""x"": 11008, ""y"": -27905, ""z"": 1023}"
2025-08-20T21:44:27.182Z,"{""x"": 13056, ""y"": 24063, ""z"": -26368}","{""x"": -7425, ""y"": 29951, ""z"": -2818}"
2025-08-20T21:44:27.885Z,"{""x"": 12288, ""y"": -29185, ""z"": -20480}","{""x"": -3585, ""y"": -25089, ""z"": -29698}"
2025-08-20T21:44:28.082Z,"{""x"": 512, ""y"": -25857, ""z"": -20992}","{""x"": -1537, ""y"": -27905, ""z"": 32511}"
2025-08-20T21:44:28.335Z,"{""x"": 14848, ""y"": 32511, ""z"": 26112}","{""x"": -2817, ""y"": -16129, ""z"": 4863}"
2025-08-20T21:44:28.537Z,"{""x"": 4352, ""y"": -29697, ""z"": 10241}","{""x"": -1537, ""y"": -20481, ""z"": 20735}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -30977, ""z"": 16385}","{""x"": 0, ""y"": -20481, ""z"": -22529}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -30977, ""z"": 16385}","{""x"": -21249, ""y"": -18689, ""z"": -30977}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -30977, ""z"": 16385}","{""x"": -14593, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -28417, ""z"": -29696}","{""x"": 0, ""y"": -20481, ""z"": -22529}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -28417, ""z"": -29696}","{""x"": -21249, ""y"": -18689, ""z"": -30977}"
2025-08-20T21:44:29.436Z,"{""x"": 8448, ""y"": -28417, ""z"": -29696}","{""x"": -14593, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:44:29.436Z,"{""x"": 18176, ""y"": 14847, ""z"": -7424}","{""x"": 0, ""y"": -20481, ""z"": -22529}"
2025-08-20T21:44:29.436Z,"{""x"": 18176, ""y"": 14847, ""z"": -7424}","{""x"": -21249, ""y"": -18689, ""z"": -30977}"
2025-08-20T21:44:29.436Z,"{""x"": 18176, ""y"": 14847, ""z"": -7424}","{""x"": -14593, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:44:29.436Z,"{""x"": -257, ""y"": -25089, ""z"": -23040}","{""x"": 0, ""y"": -20481, ""z"": -22529}"
2025-08-20T21:44:29.436Z,"{""x"": -257, ""y"": -25089, ""z"": -23040}","{""x"": -21249, ""y"": -18689, ""z"": -30977}"
2025-08-20T21:44:29.436Z,"{""x"": -257, ""y"": -25089, ""z"": -23040}","{""x"": -14593, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:44:29.436Z,"{""x"": 1792, ""y"": 25855, ""z"": 22273}","{""x"": 0, ""y"": -20481, ""z"": -22529}"
2025-08-20T21:44:29.436Z,"{""x"": 1792, ""y"": 25855, ""z"": 22273}","{""x"": -21249, ""y"": -18689, ""z"": -30977}"
2025-08-20T21:44:29.436Z,"{""x"": 1792, ""y"": 25855, ""z"": 22273}","{""x"": -14593, ""y"": -21249, ""z"": 1022}"
2025-08-20T21:44:29.582Z,"{""x"": 3840, ""y"": 25855, ""z"": 21505}","{""x"": 3840, ""y"": 22783, ""z"": -21249}"
2025-08-20T21:44:30.482Z,"{""x"": 11776, ""y"": -27137, ""z"": 10241}","{""x"": 8448, ""y"": -9473, ""z"": 29183}"
2025-08-20T21:44:30.734Z,"{""x"": 18944, ""y"": 30463, ""z"": -26368}","{""x"": -6145, ""y"": -24577, ""z"": -12034}"
2025-08-20T21:44:30.835Z,"{""x"": -4097, ""y"": 24063, ""z"": 23553}","{""x"": -5633, ""y"": -14081, ""z"": 24063}"
2025-08-20T21:44:31.134Z,"{""x"": 15616, ""y"": -24577, ""z"": 22785}","{""x"": -27137, ""y"": -23297, ""z"": -24578}"
2025-08-20T21:44:31.235Z,"{""x"": 13568, ""y"": -30977, ""z"": 29952}","{""x"": -3585, ""y"": 25343, ""z"": 15359}"
2025-08-20T21:44:31.386Z,"{""x"": 8448, ""y"": -25857, ""z"": 14337}","{""x"": -2305, ""y"": -9985, ""z"": 8959}"
2025-08-20T21:44:31.583Z,"{""x"": 7168, ""y"": -25089, ""z"": 14849}","{""x"": -21249, ""y"": -16129, ""z"": 25342}"
2025-08-20T21:44:31.634Z,"{""x"": 8960, ""y"": -23809, ""z"": -32256}","{""x"": 13056, ""y"": -19201, ""z"": 14847}"
2025-08-20T21:44:31.785Z,"{""x"": 15616, ""y"": 30463, ""z"": -2305}","{""x"": -4097, ""y"": -22017, ""z"": 3583}"
2025-08-20T21:44:32.032Z,"{""x"": 9728, ""y"": -27905, ""z"": -11264}","{""x"": -257, ""y"": -27905, ""z"": -2306}"
2025-08-20T21:44:32.133Z,"{""x"": 7680, ""y"": -30465, ""z"": 13569}","{""x"": 5888, ""y"": -28417, ""z"": -3586}"
2025-08-20T21:44:32.234Z,"{""x"": 9728, ""y"": -25857, ""z"": -17920}","{""x"": 1792, ""y"": -22529, ""z"": -8194}"
2025-08-20T21:44:32.683Z,"{""x"": 7168, ""y"": -29185, ""z"": 15617}","{""x"": -2305, ""y"": -19969, ""z"": -1538}"
2025-08-20T21:44:33.335Z,"{""x"": 6400, ""y"": -31745, ""z"": 18945}","{""x"": 1280, ""y"": -8705, ""z"": -1538}"
2025-08-20T21:44:33.735Z,"{""x"": 18176, ""y"": -28417, ""z"": 26625}","{""x"": -2305, ""y"": -25857, ""z"": 17406}"
2025-08-20T21:44:33.933Z,"{""x"": 15616, ""y"": 24575, ""z"": -8704}","{""x"": -2305, ""y"": -24577, ""z"": -29186}"
