Timestamp,ACC_91C,ACC_912
2025-08-20T21:45:31.832Z,"{""x"": -23040, ""y"": 8191, ""z"": -7425}","{""x"": 31231, ""y"": -8706, ""z"": 18944}"
2025-08-20T21:45:32.583Z,"{""x"": -19712, ""y"": 14079, ""z"": 1792}","{""x"": -27905, ""y"": 25343, ""z"": -31488}"
2025-08-20T21:45:32.583Z,"{""x"": -26368, ""y"": 8959, ""z"": -17921}","{""x"": -27905, ""y"": 25343, ""z"": -31488}"
2025-08-20T21:45:32.682Z,"{""x"": -19712, ""y"": 30463, ""z"": -30977}","{""x"": 18687, ""y"": 12799, ""z"": 3583}"
2025-08-20T21:45:32.982Z,"{""x"": -28416, ""y"": 3071, ""z"": -23297}","{""x"": 28671, ""y"": -1538, ""z"": -13312}"
2025-08-20T21:45:33.232Z,"{""x"": -25600, ""y"": -28417, ""z"": -25857}","{""x"": -30465, ""y"": 8959, ""z"": 24064}"
2025-08-20T21:45:33.583Z,"{""x"": -20480, ""y"": 2303, ""z"": 16384}","{""x"": 30463, ""y"": 1791, ""z"": 13056}"
2025-08-20T21:45:33.634Z,"{""x"": -30208, ""y"": -4866, ""z"": -16641}","{""x"": 32511, ""y"": 11519, ""z"": 30720}"
2025-08-20T21:45:33.832Z,"{""x"": -25600, ""y"": -26369, ""z"": -24577}","{""x"": 29183, ""y"": -15362, ""z"": -9984}"
2025-08-20T21:45:34.183Z,"{""x"": -26368, ""y"": -7426, ""z"": -24577}","{""x"": 30463, ""y"": 7679, ""z"": 20736}"
2025-08-20T21:45:34.634Z,"{""x"": -23808, ""y"": -31745, ""z"": -14593}","{""x"": 27135, ""y"": 16639, ""z"": -28417}"
2025-08-20T21:45:35.033Z,"{""x"": -18432, ""y"": 2303, ""z"": 17664}","{""x"": 23295, ""y"": -4866, ""z"": 7168}"
2025-08-20T21:45:35.583Z,"{""x"": -30208, ""y"": -3586, ""z"": -23297}","{""x"": 29951, ""y"": 8959, ""z"": 24064}"
2025-08-20T21:45:35.982Z,"{""x"": -13824, ""y"": 14847, ""z"": 11776}","{""x"": -31745, ""y"": -21250, ""z"": 32000}"
2025-08-20T21:45:36.183Z,"{""x"": -26880, ""y"": -32513, ""z"": -22529}","{""x"": 10239, ""y"": 3583, ""z"": 6401}"
2025-08-20T21:45:36.183Z,"{""x"": -26880, ""y"": -32513, ""z"": -22529}","{""x"": -28417, ""y"": 19455, ""z"": 24064}"
2025-08-20T21:45:36.583Z,"{""x"": -12032, ""y"": -6914, ""z"": 24064}","{""x"": 27903, ""y"": 1023, ""z"": 16384}"
2025-08-20T21:45:38.033Z,"{""x"": -12032, ""y"": -2306, ""z"": 18176}","{""x"": 25855, ""y"": 8959, ""z"": 7680}"
2025-08-20T21:45:38.333Z,"{""x"": -28928, ""y"": 31231, ""z"": -29185}","{""x"": 14847, ""y"": 22015, ""z"": 22015}"
2025-08-20T21:45:38.532Z,"{""x"": -30208, ""y"": -30977, ""z"": -29697}","{""x"": -27905, ""y"": -22529, ""z"": -25600}"
2025-08-20T21:45:38.632Z,"{""x"": -27648, ""y"": -8194, ""z"": -23809}","{""x"": 26623, ""y"": -2306, ""z"": -30208}"
2025-08-20T21:45:38.884Z,"{""x"": 29440, ""y"": 16127, ""z"": -31745}","{""x"": 29183, ""y"": -17410, ""z"": 3072}"
2025-08-20T21:45:38.934Z,"{""x"": -30208, ""y"": 29951, ""z"": -29697}","{""x"": -31745, ""y"": 6399, ""z"": -6144}"
2025-08-20T21:45:39.082Z,"{""x"": -28928, ""y"": -6914, ""z"": -21249}","{""x"": 18687, ""y"": 15359, ""z"": -14593}"
2025-08-20T21:45:39.232Z,"{""x"": -29696, ""y"": -10754, ""z"": -27905}","{""x"": 1023, ""y"": 1023, ""z"": 20224}"
2025-08-20T21:45:39.232Z,"{""x"": -29696, ""y"": -10754, ""z"": -27905}","{""x"": -27137, ""y"": -28417, ""z"": -31488}"
2025-08-20T21:45:39.533Z,"{""x"": -15872, ""y"": 1023, ""z"": -4097}","{""x"": -29185, ""y"": 18175, ""z"": -4097}"
2025-08-20T21:45:39.684Z,"{""x"": -30208, ""y"": 19967, ""z"": -31745}","{""x"": 14847, ""y"": 19967, ""z"": 4863}"
2025-08-20T21:45:39.684Z,"{""x"": -16384, ""y"": 2303, ""z"": 4352}","{""x"": 14847, ""y"": 19967, ""z"": 4863}"
2025-08-20T21:45:40.033Z,"{""x"": -31488, ""y"": 10751, ""z"": -27905}","{""x"": 30463, ""y"": 25855, ""z"": 16384}"
2025-08-20T21:45:40.183Z,"{""x"": 29440, ""y"": 27135, ""z"": 29951}","{""x"": -27905, ""y"": 4863, ""z"": 22272}"
2025-08-20T21:45:40.532Z,"{""x"": -26880, ""y"": -9474, ""z"": -22017}","{""x"": 17407, ""y"": 8959, ""z"": 26623}"
2025-08-20T21:45:40.733Z,"{""x"": 28160, ""y"": 8959, ""z"": -29697}","{""x"": -25089, ""y"": -20482, ""z"": 32000}"
2025-08-20T21:45:40.982Z,"{""x"": -28416, ""y"": 24063, ""z"": -32513}","{""x"": 13567, ""y"": 3583, ""z"": 7679}"
2025-08-20T21:45:41.333Z,"{""x"": 27392, ""y"": 29183, ""z"": 27903}","{""x"": -27905, ""y"": 16127, ""z"": 14848}"
2025-08-20T21:45:41.733Z,"{""x"": 32000, ""y"": 5631, ""z"": -20481}","{""x"": -25089, ""y"": 14079, ""z"": -3585}"
2025-08-20T21:45:42.082Z,"{""x"": 32000, ""y"": 7679, ""z"": -12033}","{""x"": -23297, ""y"": 255, ""z"": 16896}"
2025-08-20T21:45:42.332Z,"{""x"": -30976, ""y"": 11519, ""z"": -7425}","{""x"": -24577, ""y"": 11519, ""z"": 512}"
2025-08-20T21:45:42.332Z,"{""x"": 30720, ""y"": 10751, ""z"": -16641}","{""x"": -24577, ""y"": 11519, ""z"": 512}"
2025-08-20T21:45:42.533Z,"{""x"": 29952, ""y"": 3583, ""z"": -17409}","{""x"": -20481, ""y"": 1023, ""z"": 10240}"
2025-08-20T21:45:43.582Z,"{""x"": 10240, ""y"": 255, ""z"": 9471}","{""x"": -11521, ""y"": 12287, ""z"": -32768}"
2025-08-20T21:45:43.732Z,"{""x"": 22784, ""y"": 2303, ""z"": -25600}","{""x"": -7425, ""y"": 9471, ""z"": -13312}"
2025-08-20T21:45:43.933Z,"{""x"": -17920, ""y"": 10751, ""z"": -6144}","{""x"": -22017, ""y"": 1023, ""z"": -6145}"
2025-08-20T21:45:44.182Z,"{""x"": 31232, ""y"": -1026, ""z"": 5120}","{""x"": -14081, ""y"": 7679, ""z"": -17152}"
2025-08-20T21:45:44.233Z,"{""x"": 16896, ""y"": 4351, ""z"": 24063}","{""x"": -21249, ""y"": 5631, ""z"": 7168}"
2025-08-20T21:45:45.633Z,"{""x"": 29952, ""y"": 2303, ""z"": -5633}","{""x"": -21249, ""y"": 3583, ""z"": -4097}"
2025-08-20T21:45:46.132Z,"{""x"": 17664, ""y"": 10239, ""z"": 12799}","{""x"": -23809, ""y"": 1791, ""z"": 15616}"
2025-08-20T21:45:46.532Z,"{""x"": 29440, ""y"": 4351, ""z"": -29185}","{""x"": -23297, ""y"": 14847, ""z"": 26112}"
2025-08-20T21:45:46.583Z,"{""x"": -27648, ""y"": -6146, ""z"": -18689}","{""x"": 26623, ""y"": -18690, ""z"": -2305}"
2025-08-20T21:45:47.082Z,"{""x"": -19200, ""y"": -1538, ""z"": -16384}","{""x"": 31743, ""y"": 9471, ""z"": 8448}"
2025-08-20T21:45:47.184Z,"{""x"": -15104, ""y"": -11522, ""z"": 24832}","{""x"": 31231, ""y"": -258, ""z"": 2560}"
2025-08-20T21:45:47.184Z,"{""x"": 22272, ""y"": 17407, ""z"": -17922}","{""x"": 31231, ""y"": -258, ""z"": 2560}"
2025-08-20T21:45:47.332Z,"{""x"": -4608, ""y"": 23295, ""z"": -1026}","{""x"": 18175, ""y"": 19455, ""z"": 1022}"
2025-08-20T21:45:47.582Z,"{""x"": 7680, ""y"": 10239, ""z"": -3586}","{""x"": -24577, ""y"": 3583, ""z"": 8449}"
2025-08-20T21:45:48.483Z,"{""x"": -28928, ""y"": 2303, ""z"": -1025}","{""x"": -31745, ""y"": 9471, ""z"": -19201}"
2025-08-20T21:45:48.633Z,"{""x"": 26624, ""y"": 10751, ""z"": -30977}","{""x"": -26369, ""y"": -14594, ""z"": -18689}"
2025-08-20T21:45:48.882Z,"{""x"": -23040, ""y"": 1791, ""z"": 5120}","{""x"": 27135, ""y"": 12287, ""z"": 26623}"
2025-08-20T21:45:49.132Z,"{""x"": -21760, ""y"": 13567, ""z"": 4352}","{""x"": 25855, ""y"": 16639, ""z"": 22783}"
2025-08-20T21:45:49.733Z,"{""x"": -30208, ""y"": 4351, ""z"": -17921}","{""x"": -32513, ""y"": 10239, ""z"": -1025}"
2025-08-20T21:45:50.033Z,"{""x"": 26624, ""y"": -4098, ""z"": 28671}","{""x"": -23297, ""y"": 3583, ""z"": 28673}"
2025-08-20T21:45:50.084Z,"{""x"": -7936, ""y"": -28417, ""z"": 7681}","{""x"": -28417, ""y"": -16642, ""z"": -8704}"
2025-08-20T21:45:50.183Z,"{""x"": 29952, ""y"": 14847, ""z"": 25855}","{""x"": -19201, ""y"": 22783, ""z"": 20737}"
2025-08-20T21:45:50.384Z,"{""x"": -25088, ""y"": 9471, ""z"": -19201}","{""x"": 29951, ""y"": -8194, ""z"": -28417}"
2025-08-20T21:45:51.184Z,"{""x"": 6400, ""y"": 255, ""z"": 29183}","{""x"": -12033, ""y"": 16639, ""z"": 13056}"
2025-08-20T21:45:51.332Z,"{""x"": -2305, ""y"": -4098, ""z"": -25857}","{""x"": 15616, ""y"": 6399, ""z"": 11776}"
2025-08-20T21:45:52.233Z,"{""x"": 6400, ""y"": 4863, ""z"": 4352}","{""x"": 7680, ""y"": 14847, ""z"": 7168}"
2025-08-20T21:45:52.333Z,"{""x"": 4352, ""y"": -24578, ""z"": 2560}","{""x"": -10753, ""y"": -30466, ""z"": 15616}"
2025-08-20T21:45:53.682Z,"{""x"": -32768, ""y"": -10754, ""z"": -6145}","{""x"": -30977, ""y"": 18687, ""z"": -26880}"
2025-08-20T21:45:53.934Z,"{""x"": 28672, ""y"": -11522, ""z"": -5633}","{""x"": -25089, ""y"": 8191, ""z"": -26880}"
2025-08-20T21:45:54.682Z,"{""x"": -29696, ""y"": 12287, ""z"": -8705}","{""x"": -21249, ""y"": 16127, ""z"": 8448}"
2025-08-20T21:45:54.733Z,"{""x"": 25344, ""y"": -14594, ""z"": 0}","{""x"": -19201, ""y"": 6911, ""z"": 2560}"
2025-08-20T21:45:55.283Z,"{""x"": 18944, ""y"": -9474, ""z"": -17921}","{""x"": -24577, ""y"": -2818, ""z"": -19969}"
2025-08-20T21:45:55.484Z,"{""x"": 30720, ""y"": 13567, ""z"": -27648}","{""x"": -28417, ""y"": -4866, ""z"": -6913}"
2025-08-20T21:45:55.632Z,"{""x"": 14848, ""y"": 29951, ""z"": -13313}","{""x"": -20481, ""y"": 29951, ""z"": -29186}"
2025-08-20T21:45:56.133Z,"{""x"": -7936, ""y"": -4098, ""z"": -6913}","{""x"": 23295, ""y"": -4866, ""z"": -257}"
2025-08-20T21:45:56.232Z,"{""x"": 3072, ""y"": 21247, ""z"": -18689}","{""x"": -9985, ""y"": 3583, ""z"": -6913}"
2025-08-20T21:45:56.632Z,"{""x"": -4865, ""y"": 6399, ""z"": -9473}","{""x"": 8960, ""y"": -4098, ""z"": 24575}"
2025-08-20T21:45:56.982Z,"{""x"": -18689, ""y"": 18687, ""z"": -2305}","{""x"": 30720, ""y"": 23295, ""z"": 8960}"
2025-08-20T21:45:57.082Z,"{""x"": -21249, ""y"": 1023, ""z"": -2305}","{""x"": 24064, ""y"": 13567, ""z"": -2817}"
2025-08-20T21:45:57.232Z,"{""x"": -17409, ""y"": -5634, ""z"": -2817}","{""x"": 29952, ""y"": -14594, ""z"": -9985}"
2025-08-20T21:45:58.982Z,"{""x"": 3840, ""y"": -5634, ""z"": -21249}","{""x"": 0, ""y"": 10239, ""z"": 18944}"
2025-08-20T21:45:59.732Z,"{""x"": 1280, ""y"": -6914, ""z"": -24577}","{""x"": 5888, ""y"": -1538, ""z"": 26112}"
2025-08-20T21:45:59.732Z,"{""x"": 1280, ""y"": -6914, ""z"": -24577}","{""x"": -4097, ""y"": -23810, ""z"": 9728}"
2025-08-20T21:45:59.732Z,"{""x"": 11776, ""y"": 31742, ""z"": 13568}","{""x"": 5888, ""y"": -1538, ""z"": 26112}"
2025-08-20T21:45:59.732Z,"{""x"": 11776, ""y"": 31742, ""z"": 13568}","{""x"": -4097, ""y"": -23810, ""z"": 9728}"
2025-08-20T21:45:59.982Z,"{""x"": -3585, ""y"": 3071, ""z"": -32513}","{""x"": 7680, ""y"": -17410, ""z"": 23552}"
2025-08-20T21:46:00.582Z,"{""x"": -8193, ""y"": -6914, ""z"": -25857}","{""x"": 0, ""y"": 1023, ""z"": 1792}"
2025-08-20T21:46:01.282Z,"{""x"": 2560, ""y"": 14847, ""z"": -19969}","{""x"": 13056, ""y"": 255, ""z"": 28160}"
2025-08-20T21:46:01.482Z,"{""x"": 27392, ""y"": -23298, ""z"": 11008}","{""x"": -21249, ""y"": -30466, ""z"": 29183}"
2025-08-20T21:46:01.633Z,"{""x"": 25344, ""y"": -8706, ""z"": 8448}","{""x"": -10753, ""y"": -12034, ""z"": -2817}"
2025-08-20T21:46:02.133Z,"{""x"": 14848, ""y"": 6399, ""z"": -13313}","{""x"": -9985, ""y"": -3586, ""z"": 21504}"
2025-08-20T21:46:03.332Z,"{""x"": -16129, ""y"": 5888, ""z"": 15616}","{""x"": 28672, ""y"": 15359, ""z"": 22783}"
2025-08-20T21:46:03.532Z,"{""x"": 10239, ""y"": -9216, ""z"": 0}","{""x"": -30976, ""y"": 14337, ""z"": -14593}"
2025-08-20T21:46:04.182Z,"{""x"": 10239, ""y"": -6145, ""z"": -30208}","{""x"": 30720, ""y"": -15361, ""z"": 24575}"
2025-08-20T21:46:04.533Z,"{""x"": 13567, ""y"": 11008, ""z"": 23552}","{""x"": -20480, ""y"": -30976, ""z"": -29185}"
2025-08-20T21:46:04.633Z,"{""x"": 0, ""y"": -29185, ""z"": -26368}","{""x"": 4352, ""y"": -15361, ""z"": 31743}"
2025-08-20T21:46:04.683Z,"{""x"": -30465, ""y"": 5888, ""z"": -26368}","{""x"": -1536, ""y"": -20992, ""z"": -8193}"
2025-08-20T21:46:04.882Z,"{""x"": -23298, ""y"": 6400, ""z"": -20480}","{""x"": 3841, ""y"": -25600, ""z"": -28417}"
2025-08-20T21:46:05.132Z,"{""x"": 18944, ""y"": 4863, ""z"": 29952}","{""x"": -27905, ""y"": 14079, ""z"": 28671}"
2025-08-20T21:46:05.582Z,"{""x"": 0, ""y"": 24832, ""z"": -31488}","{""x"": -11521, ""y"": 3583, ""z"": 22783}"
2025-08-20T21:46:05.732Z,"{""x"": -16130, ""y"": -18689, ""z"": 28672}","{""x"": 19457, ""y"": -13313, ""z"": 26623}"
2025-08-20T21:46:06.132Z,"{""x"": -25089, ""y"": -8706, ""z"": -4865}","{""x"": 19456, ""y"": 1791, ""z"": 7168}"
2025-08-20T21:46:06.182Z,"{""x"": -11521, ""y"": -258, ""z"": 20736}","{""x"": 14336, ""y"": 4351, ""z"": -15361}"
2025-08-20T21:46:06.482Z,"{""x"": 25344, ""y"": 12799, ""z"": 11008}","{""x"": -23297, ""y"": -16642, ""z"": -1537}"
2025-08-20T21:46:07.082Z,"{""x"": -14593, ""y"": 2303, ""z"": -12032}","{""x"": -8705, ""y"": -8194, ""z"": -25089}"
2025-08-20T21:46:08.332Z,"{""x"": -14081, ""y"": -12802, ""z"": 1023}","{""x"": 8448, ""y"": 10239, ""z"": -4865}"
2025-08-20T21:46:08.632Z,"{""x"": 5120, ""y"": 1023, ""z"": -23809}","{""x"": -11521, ""y"": -14082, ""z"": 29951}"
2025-08-20T21:46:08.882Z,"{""x"": -16641, ""y"": 2303, ""z"": -13313}","{""x"": 13056, ""y"": 10239, ""z"": 11776}"
2025-08-20T21:46:08.982Z,"{""x"": -30977, ""y"": 22015, ""z"": 10240}","{""x"": -25600, ""y"": -32513, ""z"": -4097}"
2025-08-20T21:46:09.082Z,"{""x"": 25855, ""y"": 18175, ""z"": -1025}","{""x"": -18432, ""y"": 14847, ""z"": 8448}"
2025-08-20T21:46:09.683Z,"{""x"": -26369, ""y"": 31231, ""z"": 15616}","{""x"": -23040, ""y"": 25343, ""z"": -25089}"
2025-08-20T21:46:10.082Z,"{""x"": -22529, ""y"": 6399, ""z"": -12033}","{""x"": 20736, ""y"": -2818, ""z"": -18689}"
2025-08-20T21:46:10.182Z,"{""x"": -11521, ""y"": 13567, ""z"": -7425}","{""x"": -3585, ""y"": -6914, ""z"": -2306}"
2025-08-20T21:46:10.232Z,"{""x"": 8448, ""y"": -12802, ""z"": 19456}","{""x"": 16896, ""y"": 7679, ""z"": 22784}"
2025-08-20T21:46:10.733Z,"{""x"": 11008, ""y"": -14082, ""z"": -12543}","{""x"": 16384, ""y"": -17410, ""z"": 20224}"
2025-08-20T21:46:10.982Z,"{""x"": -6145, ""y"": 6911, ""z"": 13568}","{""x"": 6400, ""y"": -29698, ""z"": 24063}"
2025-08-20T21:46:11.632Z,"{""x"": -5633, ""y"": 8191, ""z"": -17921}","{""x"": 7680, ""y"": 22782, ""z"": -2305}"
2025-08-20T21:46:11.682Z,"{""x"": 0, ""y"": 4351, ""z"": 4352}","{""x"": 16896, ""y"": 14079, ""z"": -26368}"
2025-08-20T21:46:12.532Z,"{""x"": 2560, ""y"": -30978, ""z"": 17664}","{""x"": -257, ""y"": -22018, ""z"": -8705}"
2025-08-20T21:46:12.782Z,"{""x"": -1025, ""y"": -9474, ""z"": 4352}","{""x"": -1025, ""y"": -25858, ""z"": 10751}"
2025-08-20T21:46:12.932Z,"{""x"": -4097, ""y"": 8959, ""z"": -13313}","{""x"": 9728, ""y"": 29950, ""z"": -1026}"
2025-08-20T21:46:13.282Z,"{""x"": -4097, ""y"": 9471, ""z"": -8705}","{""x"": 5120, ""y"": -22530, ""z"": -9985}"
2025-08-20T21:46:13.282Z,"{""x"": -4097, ""y"": 9471, ""z"": -8705}","{""x"": -2817, ""y"": 3071, ""z"": -15361}"
2025-08-20T21:46:13.632Z,"{""x"": 5120, ""y"": 8191, ""z"": 16384}","{""x"": -8705, ""y"": 27135, ""z"": 3073}"
2025-08-20T21:46:13.732Z,"{""x"": -4865, ""y"": 13567, ""z"": -19201}","{""x"": -32256, ""y"": 14847, ""z"": 18945}"
2025-08-20T21:46:14.032Z,"{""x"": 1280, ""y"": -4098, ""z"": 0}","{""x"": -9985, ""y"": 22782, ""z"": -30465}"
2025-08-20T21:46:14.283Z,"{""x"": -1025, ""y"": 10239, ""z"": -10753}","{""x"": 3072, ""y"": 19455, ""z"": 20736}"
2025-08-20T21:46:14.633Z,"{""x"": 12288, ""y"": -24578, ""z"": 10240}","{""x"": -6145, ""y"": -6146, ""z"": -13313}"
2025-08-20T21:46:14.733Z,"{""x"": 2560, ""y"": 12287, ""z"": 15359}","{""x"": -1025, ""y"": -12802, ""z"": 7168}"
2025-08-20T21:46:15.033Z,"{""x"": 13568, ""y"": -23810, ""z"": 7168}","{""x"": -18689, ""y"": 30462, ""z"": 8191}"
2025-08-20T21:46:15.282Z,"{""x"": 7680, ""y"": 8191, ""z"": -14081}","{""x"": -12801, ""y"": -24578, ""z"": 30463}"
2025-08-20T21:46:15.332Z,"{""x"": 0, ""y"": -4866, ""z"": 30463}","{""x"": 1792, ""y"": -31745, ""z"": 25344}"
2025-08-20T21:46:15.783Z,"{""x"": 18944, ""y"": -9474, ""z"": 7680}","{""x"": 6400, ""y"": 8191, ""z"": 0}"
2025-08-20T21:46:15.932Z,"{""x"": 2560, ""y"": 8959, ""z"": -23297}","{""x"": 1792, ""y"": 12799, ""z"": 28672}"
2025-08-20T21:46:16.032Z,"{""x"": 512, ""y"": 15359, ""z"": -8193}","{""x"": 5888, ""y"": -32513, ""z"": 17664}"
2025-08-20T21:46:16.232Z,"{""x"": 11008, ""y"": 3583, ""z"": -1537}","{""x"": 7680, ""y"": 18687, ""z"": -30208}"
2025-08-20T21:46:16.382Z,"{""x"": 14848, ""y"": -17922, ""z"": -12801}","{""x"": -17409, ""y"": -25858, ""z"": -29185}"
2025-08-20T21:46:16.633Z,"{""x"": -14593, ""y"": 12287, ""z"": -13313}","{""x"": 20736, ""y"": 18687, ""z"": 22272}"
2025-08-20T21:46:16.883Z,"{""x"": -9985, ""y"": 12287, ""z"": -6145}","{""x"": 0, ""y"": -18690, ""z"": 31231}"
2025-08-20T21:46:17.083Z,"{""x"": 13568, ""y"": 4351, ""z"": 26112}","{""x"": -5633, ""y"": 255, ""z"": 32511}"
2025-08-20T21:46:17.182Z,"{""x"": -28928, ""y"": 24063, ""z"": 20736}","{""x"": -27905, ""y"": -6146, ""z"": -19201}"
2025-08-20T21:46:17.232Z,"{""x"": -18432, ""y"": -28417, ""z"": -12544}","{""x"": -19969, ""y"": -19969, ""z"": 6399}"
2025-08-20T21:46:17.332Z,"{""x"": -18432, ""y"": -16641, ""z"": 5889}","{""x"": -29185, ""y"": -28417, ""z"": 20735}"
2025-08-20T21:46:17.782Z,"{""x"": 22272, ""y"": -17409, ""z"": 22272}","{""x"": -23809, ""y"": -27905, ""z"": -29697}"
2025-08-20T21:46:17.982Z,"{""x"": 13056, ""y"": -6145, ""z"": -767}","{""x"": -12033, ""y"": 8960, ""z"": -25858}"
2025-08-20T21:46:18.232Z,"{""x"": 9728, ""y"": -10753, ""z"": 26113}","{""x"": -18689, ""y"": -6145, ""z"": 32511}"
2025-08-20T21:46:18.432Z,"{""x"": 28672, ""y"": -16129, ""z"": 26112}","{""x"": -20481, ""y"": -15361, ""z"": -6913}"
2025-08-20T21:46:18.632Z,"{""x"": 28160, ""y"": -27905, ""z"": 2560}","{""x"": -16641, ""y"": -3585, ""z"": -19201}"
2025-08-20T21:46:18.682Z,"{""x"": 16896, ""y"": -5633, ""z"": -11263}","{""x"": 3072, ""y"": 31743, ""z"": 16127}"
2025-08-20T21:46:19.032Z,"{""x"": 17664, ""y"": -25857, ""z"": 21504}","{""x"": -24577, ""y"": -8193, ""z"": 1022}"
2025-08-20T21:46:19.132Z,"{""x"": 16896, ""y"": -20481, ""z"": 17665}","{""x"": -19969, ""y"": -22529, ""z"": 27135}"
2025-08-20T21:46:19.332Z,"{""x"": 17664, ""y"": -8705, ""z"": 24833}","{""x"": -6145, ""y"": -1025, ""z"": 32510}"
2025-08-20T21:46:19.633Z,"{""x"": 19456, ""y"": -25089, ""z"": 11009}","{""x"": 10239, ""y"": 1792, ""z"": 1022}"
2025-08-20T21:46:20.132Z,"{""x"": 24064, ""y"": -1025, ""z"": 14337}","{""x"": -12033, ""y"": 0, ""z"": 18175}"
2025-08-20T21:46:20.682Z,"{""x"": 26112, ""y"": -8705, ""z"": 12289}","{""x"": 29183, ""y"": 18944, ""z"": -22530}"
2025-08-20T21:46:21.633Z,"{""x"": -28416, ""y"": 23295, ""z"": 20737}","{""x"": -24577, ""y"": 26623, ""z"": -23809}"
2025-08-20T21:46:22.232Z,"{""x"": -32256, ""y"": -24577, ""z"": 4353}","{""x"": -27905, ""y"": 24575, ""z"": 20735}"
2025-08-20T21:46:22.332Z,"{""x"": 21504, ""y"": -9985, ""z"": 8959}","{""x"": -20481, ""y"": -25089, ""z"": 27903}"
2025-08-20T21:46:22.533Z,"{""x"": 29952, ""y"": -27905, ""z"": -22528}","{""x"": -23809, ""y"": -19969, ""z"": -10753}"
2025-08-20T21:46:22.782Z,"{""x"": 26624, ""y"": -26369, ""z"": 8961}","{""x"": -22017, ""y"": -24577, ""z"": 10239}"
2025-08-20T21:46:23.333Z,"{""x"": 26624, ""y"": 31743, ""z"": -2816}","{""x"": -19969, ""y"": -21249, ""z"": 5631}"
2025-08-20T21:46:24.082Z,"{""x"": 26624, ""y"": 28671, ""z"": -2305}","{""x"": -16641, ""y"": -12033, ""z"": 12287}"
2025-08-20T21:46:24.782Z,"{""x"": 20736, ""y"": 25343, ""z"": -30976}","{""x"": -10753, ""y"": 19967, ""z"": 19455}"
2025-08-20T21:46:25.232Z,"{""x"": 22784, ""y"": -18689, ""z"": -26368}","{""x"": -15361, ""y"": 7680, ""z"": 22272}"
2025-08-20T21:46:25.432Z,"{""x"": 18944, ""y"": -29697, ""z"": -19712}","{""x"": -14593, ""y"": 17407, ""z"": 29951}"
2025-08-20T21:46:25.482Z,"{""x"": 22272, ""y"": 19455, ""z"": 11777}","{""x"": 31231, ""y"": 19455, ""z"": 4350}"
2025-08-20T21:46:26.132Z,"{""x"": 16896, ""y"": -19201, ""z"": -19200}","{""x"": -9985, ""y"": 31231, ""z"": -8706}"
2025-08-20T21:46:26.382Z,"{""x"": 22272, ""y"": 26623, ""z"": 13057}","{""x"": -13313, ""y"": 25343, ""z"": 13567}"
2025-08-20T21:46:26.432Z,"{""x"": 14336, ""y"": -25089, ""z"": 10240}","{""x"": -9985, ""y"": -20481, ""z"": 20735}"
2025-08-20T21:46:26.582Z,"{""x"": 19456, ""y"": -27905, ""z"": -6144}","{""x"": -13313, ""y"": 25855, ""z"": 11519}"
2025-08-20T21:46:27.683Z,"{""x"": 20224, ""y"": 2560, ""z"": -15104}","{""x"": -17409, ""y"": 512, ""z"": -24578}"
2025-08-20T21:46:28.132Z,"{""x"": -32256, ""y"": -23809, ""z"": -2048}","{""x"": -27137, ""y"": 24063, ""z"": 15359}"
2025-08-20T21:46:28.482Z,"{""x"": 29440, ""y"": -25857, ""z"": 27392}","{""x"": -23809, ""y"": -17409, ""z"": -1026}"
2025-08-20T21:46:29.282Z,"{""x"": 26112, ""y"": 30463, ""z"": 513}","{""x"": -19201, ""y"": -12801, ""z"": -7425}"
2025-08-20T21:46:29.432Z,"{""x"": 28160, ""y"": -11521, ""z"": -23808}","{""x"": 21247, ""y"": 31743, ""z"": -30978}"
2025-08-20T21:46:29.932Z,"{""x"": 11008, ""y"": -25857, ""z"": -28416}","{""x"": -1537, ""y"": -2817, ""z"": 18175}"
2025-08-20T21:46:30.182Z,"{""x"": -31488, ""y"": 6400, ""z"": -4608}","{""x"": -8705, ""y"": -13313, ""z"": -2818}"
2025-08-20T21:46:30.382Z,"{""x"": -4096, ""y"": 24064, ""z"": -767}","{""x"": -8705, ""y"": 18175, ""z"": -28417}"
2025-08-20T21:46:31.133Z,"{""x"": 17664, ""y"": -21249, ""z"": 32000}","{""x"": -9473, ""y"": 23295, ""z"": 12798}"
2025-08-20T21:46:31.233Z,"{""x"": 14336, ""y"": 16127, ""z"": -19200}","{""x"": -17409, ""y"": 27903, ""z"": -14593}"
2025-08-20T21:46:31.283Z,"{""x"": 16896, ""y"": -22017, ""z"": -9984}","{""x"": 15616, ""y"": 29950, ""z"": 31230}"
2025-08-20T21:46:32.329Z,"{""x"": 12288, ""y"": 31231, ""z"": -7936}","{""x"": -15361, ""y"": -2305, ""z"": -26370}"
2025-08-20T21:46:32.723Z,"{""x"": 10240, ""y"": 18687, ""z"": -15104}","{""x"": -15361, ""y"": 11519, ""z"": 23294}"
2025-08-20T21:46:33.429Z,"{""x"": 3072, ""y"": 8191, ""z"": -30208}","{""x"": -7425, ""y"": -1538, ""z"": -6913}"
2025-08-20T21:46:34.277Z,"{""x"": 11776, ""y"": 6911, ""z"": -26880}","{""x"": -1537, ""y"": -12034, ""z"": -11521}"
2025-08-20T21:46:34.378Z,"{""x"": 11008, ""y"": -5634, ""z"": -3585}","{""x"": -8193, ""y"": 2303, ""z"": -9985}"
